,0,1,2
11882,azelnidipine,tension-type headache,interleukin 1 receptor associated kinase 1
11883,ketorolac,gout,tyrosinase
11884,mianserin,relapsing-remitting multiple sclerosis,mitogen-activated protein kinase kinase kinase 7
11885,dicyclomine,premature obstetric labor,5-hydroxytryptamine receptor 3a
11886,pirenzepine,hypercholesterolemia,vascular cell adhesion molecule 1
11887,darifenacin,prinzmetal angina,gamma-aminobutyric acid type b receptor subunit 2
11888,methyl salicylate,diabetes mellitus,cytochrome p450 family 2 subfamily j member 2
11889,tramadol,acquired polycythemia vera,phosphodiesterase 1a
11890,glimepiride,ankylosing spondylitis,adrenoceptor alpha 2b
11891,ipragliflozin,streptococcal meningitis,serpin family e member 1
11892,alendronate,thrombotic disease,kinase insert domain receptor
11893,flurazepam,cardiac arrest,myeloperoxidase
11894,azatadine,acute intermittent porphyria,paraoxonase 1
11895,pasireotide,plasmodium malariae malaria,serpin family a member 6
11896,valproic acid,crohn disease,cytochrome p450 family 2 subfamily c member 8
11897,etizolam,hot flashes,fibroblast growth factor receptor 1
11898,nizatidine,acute monocytic leukemia,atp binding cassette subfamily g member 8
11899,isradipine,localized scleroderma,prostaglandin e receptor 2
11900,carbidopa,pyelonephritis,retinoid x receptor beta
11901,sunitinib,alcohol abuse,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
11902,vortioxetine,renal cell carcinoma,metabolism of cobalamin associated a
11903,protriptyline,plasmodium falciparum malaria,calcium voltage-gated channel subunit alpha1 h
11904,chlorhexidine,opiate dependence,somatostatin receptor 1
11905,naratriptan,abdominal infection,misshapen like kinase 1
11906,tadalafil,bacterial endocarditis,potassium voltage-gated channel modifier subfamily s member 1
11907,flufenamic acid,miliary tuberculosis,protein tyrosine kinase 2 beta
11908,lofepramine,laryngeal edema,acyl-coa dehydrogenase short/branched chain
11909,goserelin,hypotensive disorder,solute carrier family 12 member 2
11910,penicillamine,toxic shock syndrome,potassium calcium-activated channel subfamily m alpha 1
11911,methixene,gaucher disease,sonic hedgehog signaling molecule
11912,ranitidine,bone osteosarcoma,protein kinase cgmp-dependent 1
11913,nafarelin,asthma,glucose-6-phosphate dehydrogenase
11914,levomilnacipran,nutritional biotin deficiency,prostaglandin-endoperoxide synthase 1
11915,thiopental,"chronic myelogenous leukemia, bcr-abl1 positive",aldehyde dehydrogenase 2 family member
11916,fludrocortisone,respiratory failure,guanylate cyclase 1 soluble subunit beta 1
11917,nabumetone,obsessive-compulsive disorder,adrenoceptor alpha 1a
11918,felbamate,uveitis,cholinergic receptor muscarinic 3
11919,pergolide,vascular headaches,angiotensin ii receptor type 1
11920,pexidartinib,gastric ulcer,solute carrier family 5 member 1
11921,buspirone,hot flashes,glucagon receptor
11922,loteprednol etabonate,scabies,bmx non-receptor tyrosine kinase
11923,pirfenidone,gestational trophoblastic neoplasm,solute carrier family 12 member 2
11924,prazosin,heart failure,sodium voltage-gated channel alpha subunit 2
11925,eflornithine,hyponatremia,glutamate ionotropic receptor nmda type subunit 3b
11926,lenvatinib,postpartum depression,proteasome 20s subunit beta 5
11927,diclofenamide,attrv122i amyloidosis,aldo-keto reductase family 1 member c3
11928,fenoprofen,pulmonary emphysema,glutamate ionotropic receptor kainate type subunit 4
11929,sermorelin,rheumatic heart disease,c-x-c motif chemokine ligand 8
11930,pexidartinib,thyroid gland carcinoma,ndufa4 mitochondrial complex associated like 2
11931,tofacitinib,pulmonary embolism,fatty acid binding protein 2
11932,nafarelin,autoimmune hemolytic anemia,h1.0 linker histone
11933,chlorpheniramine,breast ductal adenocarcinoma,metallothionein 1a
11934,avanafil,erdheim-chester disease,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
11935,dimenhydrinate,chronic hepatitis c virus infection,arginine vasopressin receptor 2
11936,carboplatin,chronic myelomonocytic leukemia,endothelin receptor type a
11937,penbutolol,small cell lung carcinoma,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
11938,camphor,gastric ulcer,vitamin d receptor
11939,lifitegrast,aggressive systemic mastocytosis,potassium voltage-gated channel modifier subfamily s member 1
11940,diphenylpyraline,tourette syndrome,interleukin 6 receptor
11941,trilostane,rickets,calcium voltage-gated channel subunit alpha1 a
11942,estradiol valerate,psychologic dyspareunia,janus kinase 2
11943,pirfenidone,adrenocortical insufficiency,potassium voltage-gated channel subfamily c member 4
11944,diphenidol,attrv122i amyloidosis,coagulation factor ii thrombin receptor
11945,aclidinium,hereditary angioedema,uridine monophosphate synthetase
11946,gemfibrozil,myocardial infarction,phosphodiesterase 3b
11947,ofloxacin,meningococcal meningitis,potassium voltage-gated channel subfamily d member 1
11948,ketamine,thrombophilia due to thrombin defect,phosphodiesterase 8b
11949,somatrem,psychosexual disorder,opioid receptor delta 1
11950,imipramine,vitamin d deficiency,fms related receptor tyrosine kinase 4
11951,bumetanide,lung disorder,somatostatin receptor 1
11952,cefalotin,hypertriglyceridemia,somatostatin receptor 1
11953,cortisol,oppositional defiant disorder,myristoylated alanine rich protein kinase c substrate
11954,voclosporin,arteriosclerosis disorder,estrogen related receptor beta
11955,calcium acetate,iridocyclitis,glutamate ionotropic receptor nmda type subunit 3b
11956,iloprost,dyschromatosis universalis hereditaria,cdc like kinase 2
11957,phenacemide,iritis,neurotrophic receptor tyrosine kinase 1
11958,chlorambucil,diffuse large b-cell lymphoma,cholinergic receptor muscarinic 3
11959,carbidopa,chronic urticaria,death associated protein kinase 2
11960,alogliptin,wilms tumor,gamma-aminobutyric acid type a receptor subunit alpha6
11961,fenfluramine,gastroesophageal reflux disease,cholinergic receptor nicotinic alpha 7 subunit
11962,orciprenaline,myotonic syndrome,gamma-aminobutyric acid type a receptor subunit alpha6
11963,calcium acetate,pulmonary artery stenosis,histamine receptor h2
11964,loteprednol etabonate,thyroid gland follicular carcinoma,catechol-o-methyltransferase
11965,dopamine,alcohol dependence,c-c motif chemokine receptor 1
11966,valbenazine,mantle cell lymphoma,metallothionein 2a
11967,captodiame,trigeminal neuralgia,4-hydroxyphenylpyruvate dioxygenase
11968,nitroglycerin,langerhans cell histiocytosis,rho associated coiled-coil containing protein kinase 1
11969,isoprenaline,west syndrome,eukaryotic translation initiation factor 4e
11970,orlistat,visual epilepsy,cannabinoid receptor 2
11971,pimavanserin,myasthenia gravis,mapk interacting serine/threonine kinase 2
11972,paramethadione,scalp dermatosis,bmp2 inducible kinase
11973,tofacitinib,delayed puberty,adrenoceptor alpha 1a
11974,oxymetholone,chronic urticaria,opioid related nociceptin receptor 1
11975,doxylamine,pheochromocytoma,7-dehydrocholesterol reductase
11976,hydroxyzine,bronchitis,glutathione s-transferase pi 1
11977,empagliflozin,familial mediterranean fever,alk receptor tyrosine kinase
11978,rabeprazole,insomnia,solute carrier family 25 member 5
11979,cilostazol,brain edema,5-methyltetrahydrofolate-homocysteine methyltransferase
11980,losartan,psychotic disorder,tubulin beta 2b class iib
11981,oxymetazoline,breast ductal adenocarcinoma,prostaglandin e synthase 3
11982,ubidecarenone,non-hodgkin lymphoma,alpha glucosidase
11983,fluticasone,premature ejaculation,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
11984,fenfluramine,oral candidiasis,holocarboxylase synthetase
11985,acarbose,myxedema,erb-b2 receptor tyrosine kinase 2
11986,eszopiclone,psychotic disorder,g protein-coupled receptor 35
11987,tenoxicam,breast ductal adenocarcinoma,peptidylprolyl isomerase a
11988,clonidine,psychologic dyspareunia,serine/threonine kinase 17a
11989,plerixafor,psoriatic arthritis,interleukin 2
11990,dimenhydrinate,potassium deficiency disease,cathepsin g
11991,pimavanserin,delayed puberty,interleukin 11 receptor subunit alpha
11992,silodosin,breast carcinoma,phosphodiesterase 6d
11993,caffeine,liposarcoma,cytochrome p450 family 1 subfamily a member 1
11994,isopropamide,tetany,udp-glucose ceramide glucosyltransferase
11995,zolpidem,autoimmune hemolytic anemia,glucose-6-phosphate dehydrogenase
11996,trimetaphan,orthostatic hypotension,phosphodiesterase 7a
11997,baclofen,pneumonia,5-hydroxytryptamine receptor 1a
11998,nilotinib,polyuria,ebp like
11999,cisapride,ovarian epithelial tumor,cholinergic receptor nicotinic beta 3 subunit
12000,dimethyl fumarate,short bowel syndrome,oxytocin receptor
12001,alpha-methyltyrosine,lichen planus,thymidine phosphorylase
12002,sildenafil,liver cancer,phosphodiesterase 6b
12003,labetalol,renal cell carcinoma,parathyroid hormone 1 receptor
12004,colestipol,absence epilepsy,"abl proto-oncogene 2, non-receptor tyrosine kinase"
12005,capecitabine,"leukemia, myeloid, chronic-phase",dopamine beta-hydroxylase
12006,vemurafenib,rhinitis,potassium voltage-gated channel subfamily b member 1
12007,glimepiride,sickle cell anemia,cholinergic receptor nicotinic alpha 2 subunit
12008,tolterodine,hyperbilirubinemia,protein phosphatase 3 catalytic subunit alpha
12009,albiglutide,influenza,bub1 mitotic checkpoint serine/threonine kinase
12010,methylphenidate,vitamin b12 deficiency,myosin light chain kinase
12011,homatropine methylbromide,hyperthyroidism,unc-51 like autophagy activating kinase 1
12012,nebivolol,sarcoidosis,protein kinase n1
12013,vorapaxar,classic phenylketonuria,"raf-1 proto-oncogene, serine/threonine kinase"
12014,acetophenazine,hypertrichosis of eyelid,tubulin alpha 1a
12015,carbimazole,atopic eczema,phosphodiesterase 4c
12016,calcipotriol,raynaud disease,gamma-aminobutyric acid type a receptor subunit beta3
12017,terguride,cutaneous candidiasis,purinergic receptor p2y12
12018,ethynodiol diacetate,aspiration pneumonia,cathepsin g
12019,diazepam,postherpetic neuralgia,gonadotropin releasing hormone receptor
12020,nicotine,arthralgia,glutathione s-transferase mu 1
12021,dimethyl fumarate,thrombophilia due to thrombin defect,fatty acid amide hydrolase
12022,nilotinib,systemic mastocytosis,arginine vasopressin receptor 2
12023,cilastatin,escherichia coli infection,solute carrier family 22 member 8
12024,proguanil,endemic goiter,atpase h+/k+ transporting subunit alpha
12025,lumiracoxib,malignant hyperthermia of anesthesia,gamma-aminobutyric acid type a receptor subunit gamma1
12026,selegiline,lewy body dementia,tubulin alpha 1a
12027,dezocine,noonan syndrome,protein kinase cgmp-dependent 1
12028,bendroflumethiazide,neoplasm of esophagus,neurotensin receptor 2
12029,saquinavir,acute interstitial pneumonia,calmodulin 2
12030,fenoprofen,sebaceous adenoma,solute carrier family 6 member 1
12031,gemfibrozil,dyspepsia,glutamate ionotropic receptor ampa type subunit 3
12032,benzquinamide,discoid lupus erythematosus,cytochrome p450 family 2 subfamily c member 8
12033,lenvatinib,eunuchism,cytochrome p450 family 2 subfamily e member 1
12034,riboflavin,tetralogy of fallot,parathyroid hormone 1 receptor
12035,sotalol,ulcerative colitis,ndufa4 mitochondrial complex associated like 2
12036,perampanel,chronic pain,solute carrier family 19 member 1
12037,glimepiride,bipolar depression,methylmalonyl-coa mutase
12038,triamcinolone,schizoaffective disorder,5-hydroxytryptamine receptor 3d
12039,estramustine,noonan syndrome,gamma-aminobutyric acid type a receptor subunit alpha1
12040,butalbital,psoriasis,tank binding kinase 1
12041,thyrotropin alfa,testicular cancer,phosphoribosyl pyrophosphate amidotransferase
12042,procyclidine,enterobiasis,glutamate ionotropic receptor kainate type subunit 1
12043,pexidartinib,allergic rhinitis,fms related receptor tyrosine kinase 4
12044,polythiazide,classic hodgkin lymphoma,tachykinin precursor 1
12045,colchicine,depressive disorder,calcium voltage-gated channel auxiliary subunit alpha2delta 2
12046,paracetamol,lung lymphangioleiomyomatosis,cytochrome p450 family 27 subfamily b member 1
12047,brinzolamide,cough,cytochrome p450 family 1 subfamily b member 1
12048,ziconotide,prader-willi syndrome,atm serine/threonine kinase
12049,pargyline,chronic myelomonocytic leukemia,solute carrier family 22 member 4
12050,atorvastatin,seasonal allergic rhinitis,5-hydroxytryptamine receptor 4
12051,pregabalin,anterior uveitis,leukotriene a4 hydrolase
12052,cimetidine,alzheimer disease,bcl2 apoptosis regulator
12053,reserpine,systemic lupus erythematosus,potassium voltage-gated channel subfamily q member 4
12054,midazolam,rhabdomyosarcoma,amnion associated transmembrane protein
12055,bortezomib,anxiety,dna polymerase beta
12056,apomorphine,acute gonococcal cervicitis,fkbp prolyl isomerase 5
12057,prednicarbate,common wart,atpase na+/k+ transporting subunit alpha 1
12058,trazodone,gastroesophageal reflux disease,plasminogen
12059,metolazone,esotropia,cyclin dependent kinase 8
12060,oxaliplatin,allergic rhinitis,glutamate ionotropic receptor nmda type subunit 2d
12061,baricitinib,insomnia,cannabinoid receptor 1
12062,valdecoxib,nausea,phosphodiesterase 4a
12063,etelcalcetide,spasticity,casein kinase 1 delta
12064,quizartinib,huntington disease,serine/threonine kinase 25
12065,benzbromarone,acute lung injury,tek receptor tyrosine kinase
12066,lixisenatide,fabry disease,cytochrome p450 family 2 subfamily c member 19
12067,viloxazine,endometrium neoplasm,eph receptor b6
12068,tolazoline,tinea corporis,solute carrier family 18 member a1
12069,triamterene,streptococcal meningitis,cytochrome p450 family 2 subfamily a member 6
12070,stanozolol,rosacea,riboflavin kinase
12071,felbamate,esotropia,renin
12072,hydroflumethiazide,chronic bronchitis,prostaglandin i2 receptor
12073,chlophedianol,neuroblastoma,transforming growth factor beta receptor 2
12074,ziconotide,potassium deficiency disease,histone deacetylase 3
12075,gabapentin,malignant essential hypertension,bmp2 inducible kinase
12076,brigatinib,chronic kidney disease,mitogen-activated protein kinase kinase 1
12077,lidocaine,skin disorder,calcium voltage-gated channel subunit alpha1 f
12078,prochlorperazine,juvenile idiopathic arthritis,gonadotropin releasing hormone receptor
12079,mefenamic acid,ankylosing spondylitis,salt inducible kinase 1
12080,azacitidine,sjogren syndrome,gamma-aminobutyric acid type b receptor subunit 2
12081,bisoprolol,invasive ductal breast carcinoma,histone deacetylase 9
12082,imatinib,male infertility,phosphorylase kinase catalytic subunit gamma 2
12083,papaverine,psychologic dyspareunia,transthyretin
12084,conjugated estrogens,plasmodium ovale malaria,oxytocin receptor
12085,diphenhydramine,premature obstetric labor,tubulin beta class i
12086,chlorpromazine,bacterial conjunctivitis,tubulin epsilon 1
12087,tioconazole,sarcoidosis,transthyretin
12088,triprolidine,oligospermia,proteasome 20s subunit beta 2
12089,cetirizine,sickle cell anemia,5-hydroxytryptamine receptor 2c
12090,oxazepam,peripheral vascular disease,aurora kinase c
12091,bosentan,periodontitis,calmodulin 1
12092,fomepizole,cerebrovascular disorder,"ran, member ras oncogene family"
12093,plerixafor,autoimmune disease,cdgsh iron sulfur domain 1
12094,famotidine,myasthenia gravis,cyclin dependent kinase 6
